DHT,seqid
24.1779,1906
27.1812,1907
31.7391,1908
15.894,1909
33.209,1910
40.5594,1911
25.2101,1912
31.8584,1913
43.6416,1914
26.8877,1915
24.7934,1916
27.1277,1917
27.5676,1918
35.8852,1919
36.0614,1920
21.25,1921
19.6305,1922
40.4412,1923
25.2809,1924
26.3636,1925
37.3786,1926
28.3737,1927
22.6345,1928
32.5301,1929
31.8471,1930
20.8333,1931
25.1908,1932
32.41,1933
28.0323,1934
26.8734,1935
41.8367,1936
32.0635,1937
25.5906,1938
30.1724,1939
35.2941,1940
33.7182,1941
25.8278,1942
25.7576,1943
37.3665,1944
39.4678,1945
25.3521,1946
22.5806,1947
31.2849,1948
24.4211,1949
14.8021,1950
36.4641,1951
32.1078,1952
36.8539,1953
33.2143,1954
28.3668,1955
29.8343,1956
21.2828,1957
31.2195,1958
27.7662,1959
34.7107,1960
29.9342,1961
18.2879,1962
33.5106,1963
30.8756,1964
35.786,1965
32.8467,1966
40.8163,1967
20.5128,1968
34.3629,1969
30.033,1970
35.9155,1971
19.2878,1972
33.6634,1973
30.8824,1974
24.3461,1975
38.0282,1976
26.8072,1977
28.8194,1978
27.0833,1979
35.3383,1980
31.3305,1981
38.8393,1982
30.7054,1983
27.6458,1984
29.023,1985
32.6087,1986
19.9115,1987
30.9645,1988
18.5567,1989
24.8649,1990
33.5329,1991
32.4176,1992
21.0428,1993
21.2264,1994
29.8137,1995
31.8447,1996
40.2985,1997
30.5556,1998
32.4138,1999
30.3797,2000
35.6979,2001
34.9246,2002
27.439,2003
30.7292,2004
19.4647,2005
22.0641,2006
35.2941,2007
27.0217,2008
34.9206,2009
27.3973,2010
33.012,2011
30.7692,2012
22.7848,2013
23.0159,2014
33.9785,2015
29.5652,2016
36.3636,2017
40,2018
32.1244,2019
19.6078,2020
29.6296,2021
21.8966,2022
23.7903,2023
32.3276,2024
22.3214,2025
33.0233,2026
14.878,2027
42.3664,2028
27.6596,2029
31.5789,2030
39.4531,2031
26.5625,2032
45.7143,2033
40.5556,2034
34.1853,2035
23.5577,2036
37.3368,2037
26.1682,2038
22.5275,2039
40.1515,2040
32.0755,2041
30.853,2042
29.052,2043
22.4044,2044
36.4198,2045
33.5196,2046
19.6941,2047
24.5652,2048
42.4779,2049
23.4043,2050
37.3626,2051
22.5681,2052
30.1115,2053
28.9474,2054
35.5731,2055
22.5989,2056
33.3333,2057
27.8351,2058
29.8658,2059
33.5749,2060
27.0455,2061
27.3381,2062
31.0526,2063
40.4959,2064
23.25,2065
20.8333,2066
26.5101,2067
47.1154,2068
23.5589,2069
33.0677,2070
29.3839,2071
25,2072
35.9316,2073
33.3333,2074
0,2075
28.1553,2076
25.5507,2077
25.2016,2078
21.8884,2079
27.8752,2080
29.6392,2081
37.5566,2082
37.3166,2083
26.4599,2084
29.1066,2085
20.9581,2086
37.3134,2087
41.9825,2088
36.0294,2089
28.8136,2090
30.0226,2091
33.6207,2092
33.5404,2093
40.404,2094
30.5302,2095
19.7044,2096
33.2046,2097
21.3836,2098
35.7143,2099
18.0124,2100
29.4253,2101
35.0427,2102
36.1404,2103
24.3386,2104
26.9307,2105
28.6245,2106
0,2107
31.016,2108
20.8191,2109
11.8182,2110
31.6076,2111
20,2112
27.2189,2113
38.0282,2114
27.5618,2115
29.0766,2116
29.4545,2117
31.4879,2118
28,2119
28.9017,2120
39.8936,2121
33.7838,2122
38.4196,2123
25.3731,2124
15.9722,2125
54.8148,2126
31.8713,2127
27.2575,2128
27.845,2129
36.6197,2130
33.7278,2131
29.9795,2132
15.5203,2133
16.3158,2134
35.2577,2135
30.1136,2136
36.4865,2137
38.2775,2138
25,2139
30.3922,2140
37.3494,2141
33.3333,2142
35.2423,2143
13.5802,2144
29.0625,2145
28.8401,2146
30.0781,2147
27.0023,2148
30.0971,2149
38.5965,2150
26.1494,2151
19.8807,2152
28.5714,2153
29.2308,2154
23.2831,2155
24.1206,2156
30.0813,2157
35.7477,2158
37,2159
32.8947,2160
19.5489,2161
29.8805,2162
29.2929,2163
23.7458,2164
32.3587,2165
30.2158,2166
35.5212,2167
18.578,2168
23.0994,2169
30.3097,2170
37.6147,2171
34,2172
33.1361,2173
38.6609,2174
19.8675,2175
29.5833,2176
26.7062,2177
20.2055,2178
26.4249,2179
40.396,2180
36.1345,2181
27.8729,2182
33.9416,2183
33.8369,2184
22.6908,2185
14.9573,2186
26.9373,2187
28.7081,2188
32.8836,2189
20.0935,2190
15.2174,2191
12.7119,2192
29.7571,2193
27.8261,2194
31.7073,2195
39.6396,2196
28.6307,2197
26.1905,2198
30.7065,2199
34.3915,2200
30.6818,2201
35.9903,2202
30.2013,2203
38.2239,2204
43.4343,2205
24.0741,2206
30.0935,2207
21.9955,2208
40.2204,2209
23.9782,2210
34.1373,2211
24.3161,2212
28.1513,2213
26.5306,2214
25.0653,2215
28.8889,2216
23.5683,2217
24.0275,2218
26.4957,2219
35.9756,2220
22.1154,2221
15.3409,2222
33.8192,2223
14.8649,2224
32.5088,2225
23.7245,2226
30.1471,2227
17.9138,2228
24.1071,2229
29.2398,2230
27.9255,2231
33.0769,2232
20.7031,2233
36.5145,2234
35.5469,2235
26.6082,2236
35.5491,2237
45.9259,2238
18.932,2239
32.6667,2240
16.4773,2241
22.3256,2242
33.5766,2243
32.1561,2244
19.4712,2245
39.1705,2246
34.359,2247
34.6983,2248
31.185,2249
23.2877,2250
29.5699,2251
39.0244,2252
23.5702,2253
24.0209,2254
34.8315,2255
37.4545,2256
23.7705,2257
34.7594,2258
38.0645,2259
31.7982,2260
19.7222,2261
28.6184,2262
36.8132,2263
24.7934,2264
40,2265
33.0827,2266
37.9015,2267
16.4436,2268
19.1327,2269
33.4107,2270
33.3333,2271
31.9588,2272
35.2505,2273
24.6914,2274
27.3869,2275
27.6423,2276
28.0543,2277
29.2614,2278
28.0876,2279
25.9005,2280
26.8199,2281
19.4004,2282
37.5394,2283
30.2231,2284
24.6445,2285
38.0952,2286
31.1728,2287
23.3645,2288
32.9167,2289
31.3485,2290
26.6491,2291
36.7589,2292
25.8232,2293
39.2157,2294
21.7054,2295
18.7215,2296
20.5714,2297
35.1779,2298
32.1586,2299
33.0357,2300
31.8725,2301
28.5714,2302
28.6738,2303
21.8679,2304
26.0976,2305
41.2429,2306
35.6941,2307
39.8148,2308
31.686,2309
26.8085,2310
28.2158,2311
15.261,2312
33.6634,2313
41.8605,2314
30.303,2315
23.4286,2316
25.1834,2317
26.8608,2318
34.9265,2319
24.6667,2320
13.2911,2321
34.3434,2322
21.1091,2323
23.4763,2324
40.5263,2325
35.4217,2326
33.0472,2327
36.3322,2328
29.803,2329
31.0345,2330
29.0123,2331
40.3226,2332
18.2482,2333
33.9483,2334
30.1887,2335
29.1747,2336
36.194,2337
31.2057,2338
28.0864,2339
42.0168,2340
27.0627,2341
29.4363,2342
37.0056,2343
25.4818,2344
39.2857,2345
31.1321,2346
27.0175,2347
23.7548,2348
29.7927,2349
27.2436,2350
19.9588,2351
26.5934,2352
38.0368,2353
30.3419,2354
31.2039,2355
27.6094,2356
37.3188,2357
28.4848,2358
26.2821,2359
23.3129,2360
31.8841,2361
32.8671,2362
25.5708,2363
27.7207,2364
21.8045,2365
27.5974,2366
27.3148,2367
34.5588,2368
34.2105,2369
27.0588,2370
20.2797,2371
45.098,2372
26.4045,2373
38.5514,2374
26.5714,2375
32.1962,2376
30,2377
13.0058,2378
17.1569,2379
37.9464,2380
30.5466,2381
32.5444,2382
25.7218,2383
25.4505,2384
30.2682,2385
28.0172,2386
10.9524,2387
25.9542,2388
30.033,2389
26.2222,2390
43.2056,2391
38.7755,2392
28.9782,2393
24.0069,2394
29.8305,2395
32.4165,2396
29.3103,2397
34.1463,2398
36.6667,2399
30.6413,2400
23.1518,2401
49.4774,2402
19.0955,2403
18.0873,2404
30.1099,2405
41.5888,2406
36.1842,2407
27.7992,2408
25.3086,2409
14.7541,2410
27.1967,2411
41.3636,2412
25.7261,2413
33.4906,2414
28.0973,2415
31.8182,2416
25.8176,2417
38.961,2418
24.7485,2419
37.7049,2420
25.7384,2421
35.7303,2422
24.6575,2423
31.0219,2424
34.5865,2425
23.2975,2426
26.6344,2427
27.551,2428
37.8601,2429
20.8589,2430
32.7703,2431
27.0777,2432
27.8351,2433
28.9817,2434
31.8066,2435
32.7273,2436
19.2308,2437
28.5285,2438
30.2103,2439
29.2887,2440
31.5152,2441
30.9927,2442
27.3869,2443
36.9501,2444
28.1893,2445
25.283,2446
28.9593,2447
40.1786,2448
34.3915,2449
30.6785,2450
28.7958,2451
29.5812,2452
33.9726,2453
36.2222,2454
24.2,2455
31.9728,2456
25.2688,2457
35.0598,2458
32.6761,2459
32.7485,2460
26.7635,2461
31.6239,2462
23.6842,2463
31.0843,2464
38.2353,2465
29.2683,2466
34.8404,2467
28.103,2468
31.8966,2469
35.6265,2470
34.4186,2471
30.4348,2472
34.6801,2473
31.0954,2474
34.5794,2475
31.5942,2476
25.974,2477
27.809,2478
38.5714,2479
34.9754,2480
32.1078,2481
41.2935,2482
44.3548,2483
26.2172,2484
20.743,2485
37.5494,2486
21.8543,2487
21.2903,2488
25.7261,2489
28.5024,2490
31.4286,2491
34.1772,2492
22,2493
20,2494
36.5385,2495
37.8571,2496
32.7273,2497
26.8041,2498
29.3515,2499
33.6986,2500
36.8182,2501
29.2208,2502
34.4681,2503
49.6403,2504
24.2938,2505
26.6272,2506
34.8101,2507
32.899,2508
24.8705,2509
23.588,2510
31.5493,2511
36.911,2512
32.7434,2513
22.9167,2514
32.6797,2515
30.531,2516
23.9024,2517
35.0993,2518
29.6875,2519
42.6357,2520
29.0456,2521
38.9706,2522
32.3404,2523
27,2524
31.1224,2525
25.8555,2526
29.0514,2527
26,2528
16.5584,2529
33.0233,2530
36.8304,2531
25.3968,2532
23.6145,2533
29.0146,2534
30.3797,2535
16.8067,2536
26.1084,2537
40.8907,2538
31.6456,2539
39.5349,2540
32.1782,2541
20.3175,2542
26.2712,2543
19.3103,2544
24.9433,2545
27.9221,2546
27.3707,2547
46.5608,2548
18.8235,2549
32.0755,2550
33.3913,2551
25.1834,2552
31.5346,2553
20.6009,2554
40.8696,2555
23.0435,2556
14.0496,2557
31.295,2558
32.2957,2559
33.913,2560
27,2561
24.8677,2562
37.1658,2563
24.3446,2564
23.6025,2565
18.2109,2566
17.094,2567
40.5405,2568
43.2836,2569
33.1858,2570
33.691,2571
14.8459,2572
22.0994,2573
35.8156,2574
38.9313,2575
14.1243,2576
28.1481,2577
24.3119,2578
30.1435,2579
21.4712,2580
44.843,2581
32.8889,2582
21.5789,2583
27.2727,2584
40.678,2585
26.7442,2586
19.2079,2587
24.2105,2588
37.7778,2589
31.9149,2590
25.6024,2591
40.9283,2592
23.8554,2593
17.027,2594
26.0465,2595
29.9035,2596
9.0476,2597
29.6651,2598
19.5652,2599
14.5401,2600
32.7922,2601
32.2251,2602
35.8079,2603
19.9295,2604
24.2206,2605
33.5593,2606
35.2431,2607
36.9478,2608
34.6774,2609
30,2610
26.5116,2611
28.1787,2612
16.5775,2613
37.0221,2614
24.2188,2615
37.5,2616
36.8421,2617
31.7073,2618
25,2619
26.8585,2620
25.9542,2621
36.0248,2622
29.4643,2623
35.4305,2624
32.8657,2625
40.0901,2626
22.2841,2627
26.615,2628
31.8493,2629
39.819,2630
31.6667,2631
23.7736,2632
28.5714,2633
19.8953,2634
24.8106,2635
40.4878,2636
31.1111,2637
29.1925,2638
29.6651,2639
36.6013,2640
36.2667,2641
29.932,2642
29.4118,2643
37.7907,2644
33.3333,2645
25,2646
25.4386,2647
35.0427,2648
25.0774,2649
37.5661,2650
31.4286,2651
34.4322,2652
29.572,2653
35.7595,2654
36.2319,2655
32.3034,2656
25.3644,2657
21.8182,2658
22.4409,2659
29.2958,2660
29.235,2661
52.4272,2662
30.4659,2663
23.7537,2664
23.0241,2665
30.8642,2666
38.4314,2667
24.4147,2668
49.3827,2669
32.13,2670
23.3397,2671
40.8228,2672
31.2727,2673
27.3481,2674
22.5108,2675
32.8125,2676
56.129,2677
37.1429,2678
37.8151,2679
28.5974,2680
24.6575,2681
26.5766,2682
18.5841,2683
31.5789,2684
26.1194,2685
19.3015,2686
24.2762,2687
31.9885,2688
35.3562,2689
30.8333,2690
39.4118,2691
29,2692
32.8947,2693
29.2453,2694
29.7872,2695
37.1917,2696
25.8786,2697
24.5283,2698
33.0645,2699
29.6,2700
28.7356,2701
21.875,2702
33.871,2703
39.749,2704
34.5048,2705
27.5081,2706
21.6797,2707
33.0612,2708
39.1144,2709
39.8438,2710
31.7708,2711
37.8049,2712
37.1859,2713
38.0597,2714
27.3381,2715
26.1538,2716
31.4121,2717
17.3913,2718
24.6667,2719
43.2161,2720
32.3782,2721
23.7354,2722
22.3247,2723
28.4314,2724
34.433,2725
36.3803,2726
31.4286,2727
25.5556,2728
36.3636,2729
18.1298,2730
49.5177,2731
32.4324,2732
16.7969,2733
24.6154,2734
30.8793,2735
34.2857,2736
24.8668,2737
41.4286,2738
29.4766,2739
33.3333,2740
24.7059,2741
26.5823,2742
27.5641,2743
24.1071,2744
9.0517,2745
30.9524,2746
24.8521,2747
22.069,2748
15.3846,2749
35.5641,2750
27.4368,2751
25.1029,2752
29.511,2753
29.5238,2754
29.5597,2755
16.4948,2756
38.7435,2757
32.2097,2758
33.1429,2759
28.1915,2760
31.6547,2761
30.7317,2762
31.2102,2763
28.6127,2764
32.9787,2765
33.8428,2766
31.5011,2767
29.4545,2768
17.4797,2769
13.0573,2770
39.7516,2771
34.8511,2772
48.6111,2773
25.7519,2774
43.9114,2775
29.8913,2776
37.6214,2777
26.5734,2778
39.8126,2779
39.6127,2780
30.9816,2781
27.8438,2782
22.2222,2783
33.0935,2784
28.0423,2785
37.4269,2786
24.0741,2787
30.6507,2788
29.4314,2789
21.3333,2790
32,2791
37.7551,2792
44.9541,2793
37.1795,2794
25.1046,2795
26.7532,2796
31.9865,2797
36.1314,2798
40,2799
29.2308,2800
33.7917,2801
23.6328,2802
38.8889,2803
35.5769,2804
33.0986,2805
34.4156,2806
32.1138,2807
31.8471,2808
27.8571,2809
28.1879,2810
21.4797,2811
28.5393,2812
18.845,2813
30.5263,2814
33.7838,2815
27.7193,2816
25.6018,2817
25,2818
34.6154,2819
30.7453,2820
28.6299,2821
10.5882,2822
25.1572,2823
21.6216,2824
46.5116,2825
32.7411,2826
34.7107,2827
35.8108,2828
27.2374,2829
19.6581,2830
27.6536,2831
19.3294,2832
29.1771,2833
32.3529,2834
30,2835
36.1868,2836
31.058,2837
35.3293,2838
25.7576,2839
33.7278,2840
24.2308,2841
32.8042,2842
31.9298,2843
27.1233,2844
31.2925,2845
41.5525,2846
30.6977,2847
30.6306,2848
24.1036,2849
32.3944,2850
35.6044,2851
33.5366,2852
20.5752,2853
22.6891,2854
23.7164,2855
33.6735,2856
38.8372,2857
23.5294,2858
35.8696,2859
26.2411,2860
32.381,2861
46.3277,2862
31.25,2863
30.0712,2864
34.3949,2865
27.5,2866
42.0814,2867
35.5828,2868
22.9075,2869
33.2258,2870
17.9856,2871
30.137,2872
9.7479,2873
28.4672,2874
31.4721,2875
22.673,2876
29.9578,2877
15.9722,2878
38.4181,2879
31.9149,2880
36.7442,2881
19.7368,2882
39.759,2883
20.5962,2884
36.3971,2885
27.4052,2886
29.6,2887
39.6694,2888
27.7372,2889
26.5193,2890
27.8571,2891
28.9474,2892
36.1702,2893
29.4702,2894
15.7576,2895
23.5067,2896
38.8268,2897
34.542,2898
23.8956,2899
27.5269,2900
26.0274,2901
30.1587,2902
32.6241,2903
30.7125,2904
35.3741,2905
41.791,2906
36.5196,2907
31.0078,2908
23.0769,2909
21.7582,2910
25.6039,2911
35.9322,2912
30.5506,2913
30.3887,2914
27.1357,2915
28.496,2916
24.2507,2917
25.6098,2918
27.5862,2919
36.803,2920
35.0877,2921
27.1127,2922
31.25,2923
22.1184,2924
35.2584,2925
31.9481,2926
17.6056,2927
25.3333,2928
34.6341,2929
39.1129,2930
35.7977,2931
24.5614,2932
32.998,2933
27.566,2934
25.7069,2935
28.436,2936
30.7856,2937
22.6496,2938
26.5152,2939
32,2940
20.4082,2941
25.3807,2942
34.1053,2943
24.4526,2944
31.4496,2945
34.3103,2946
34.2932,2947
26.0377,2948
34.4262,2949
